8191404772074031;6a9e71ab-5e9f-4e0a-bb5d-a0b967b3a5c8;2024-10-09 18:57:21.708087;ИП «Буров, Воронов и Соловьев»;516.22;restaurants;Таштагол
8191404772074031;c628348f-714f-4eb4-9418-9ea066e19c05;2023-12-21 00:10:30.592370;ИП «Никитина»;786.31;electronics;Череповец
8191404772074031;f670c7ab-acef-4437-b59b-8479ec96bb3b;2024-05-04 18:42:47.717305;ЗАО «Фролов-Потапова»;659.27;fuel;Каменск-Шахтинский
8191404772074031;51640a4b-00c3-484f-9a20-4186a912dcbd;2024-05-13 11:07:04.868818;РАО «Павлов, Субботин и Щербакова»;530.05;travel;Шелехов
8191404772074031;417c3ac1-9137-43bc-a22c-1b7354802f56;2024-03-15 21:42:43.329232;Кузнецова Инкорпорэйтед;770.34;online_services;Назрань
8191404772074031;ecddcaa2-1ae4-4f13-ab42-c48fb04a5b45;2024-06-03 23:22:56.788494;Луидор;605.94;restaurants;Токма
8191404772074031;1889ca4d-6ace-42d1-b6fd-8f41fb905a1c;2024-01-13 12:47:51.048288;ООО «Лихачев»;690.23;electronics;Шелехов
8191404772074031;85822260-f516-4293-9ea1-482a08a9d37e;2024-03-31 04:48:25.641513;ИП «Воронова Федотова»;900.57;health;Завьялиха
8191404772074031;bb095b32-00dc-4e40-8bc4-308c6ae1db69;2024-08-01 12:57:26.822405;НПО «Титов, Зиновьев и Комаров»;570.29;restaurants;Краснокамск
8191404772074031;fc1abbc3-d57c-49f9-bcdc-0b577f6a0bf9;2024-07-28 11:11:57.169130;Крок инкорпорейтед;296.83;utilities;Мокшан
8191404772074031;fb9cbf2a-28ae-4758-8086-17631ef17430;2024-04-12 04:20:14.227273;Гришин Инкорпорэйтед;176.33;clothing;Благовещенск (Амур.)
8191404772074031;bcf6e0c1-ec73-4fb9-adbf-c4ab789ffd6e;2024-05-16 01:03:07.013196;НПО «Горбачев»;514.92;health;Холмогоры
8191404772074031;83aebcb6-3b2d-4500-b836-4c5a1aa47b76;2024-09-10 00:30:56.792517;НПО «Самойлова Носов»;298.37;travel;Тавда
8191404772074031;4d628993-e484-434d-822b-f3a2a80491d9;2024-04-15 10:57:23.546389;ОАО «Самойлова-Дементьева»;297.62;entertainment;Моршанск
8191404772074031;99594fdd-2e08-4e8e-bbfc-65abce478a26;2024-05-03 06:30:03.049260;АО «Никонова-Игнатьева»;182.24;travel;Любань
8191404772074031;6605122d-2505-4929-8ee3-3e2277231b61;2024-01-16 08:02:35.175694;ООО «Тетерин»;544.77;entertainment;Самара
8191404772074031;0967a432-3263-4923-8acf-8adb495465db;2024-09-23 19:09:08.801463;ЗАО «Васильева»;570.99;groceries;Великие Луки
8191404772074031;68621672-8416-41d7-bff2-7a9ab8a96564;2024-06-27 11:58:57.701458;ООО «Савин Савельева»;819.55;entertainment;Урюпинск
8191404772074031;443b0b2c-5167-48c4-a65c-5196523250ea;2024-10-19 05:55:59.688946;ЗАО «Виноградова-Устинов»;236.14;restaurants;Солнечногорск
8191404772074031;e345e7ba-86ac-42e6-ad78-871085f59a91;2023-10-25 20:21:56.430696;Третьяков Лтд;130.4;restaurants;Приморско-Ахтарск
8191404772074031;8c4ea244-7216-41a6-aed5-a3cd1681e2ad;2024-06-14 10:04:11.155067;ООО «Жукова Тихонова»;841.29;electronics;Дно
8191404772074031;dc003a84-937e-4d1d-b6a7-5d646b33b672;2024-04-25 08:48:23.848649;ОАО «Игнатьева, Никитина и Самсонова»;674.88;restaurants;Надым
8191404772074031;44ba932a-3717-46c9-a485-ffb19e0a4bdc;2024-01-21 21:11:29.460698;АвтоВАЗ;38082.65;electronics;Назрань
8191404772074031;f35c34b1-fda9-4339-bfb4-5ef91ad140ca;2024-04-14 23:21:26.317200;ОАО «Некрасова-Емельянов»;484.82;electronics;Красноселькуп
8191404772074031;fead1aa7-da9e-4e0b-84a3-ab6043e25447;2024-01-06 16:19:59.004082;ОАО «Кондратьев»;851.3;travel;Нижний Новгород
8191404772074031;4cd54467-169a-436c-a3ae-a3e6a0405546;2024-08-12 09:30:52.866575;ОАО «Громов, Фомин и Матвеева»;606.21;electronics;Каменск-Уральский
8191404772074031;52c87f16-3a65-451b-ae23-6aeb74550ed1;2024-01-29 11:06:44.792719;РАО «Селезнева Быков»;431.89;groceries;Белый Яр (Томск.)
8191404772074031;d23de6bd-03e4-44aa-9b20-bf359e80dd15;2024-06-16 10:38:02.502383;ЗАО «Веселова Романова»;603.36;restaurants;Мураши
8191404772074031;be422f0b-8a2b-46d5-8945-ebe4c6a74ce4;2024-04-01 18:49:11.818988;Северсталь;262.9;clothing;Северо-Курильск
8191404772074031;285ee906-ae40-4436-a41d-f9690e5d57a5;2024-09-15 19:11:45.606864;ИП «Шестаков Мухина»;389.07;clothing;Буденновск
8191404772074031;7a118633-2bc2-4f04-a1a1-576b30ea2986;2024-01-29 16:50:30.211746;РАО «Соболев Родионова»;437.43;utilities;Камышлов
8191404772074031;c8508ce6-eb39-4525-8ccd-b64eb8e16dd3;2024-04-01 17:11:26.402031;ООО «Семенова-Фролов»;40355.34;electronics;Адлер
8191404772074031;6078b4ea-c28a-4f12-bffe-8143b385486f;2023-12-01 17:05:20.166332;Русакова Групп;83.1;clothing;Ардон
8191404772074031;dd0aebac-22e2-4f28-ba67-524cc08429db;2024-07-05 22:55:12.145953;ОАО «Устинова»;379.37;groceries;Мостовской
8191404772074031;0e716fa2-5a67-45b1-a3ef-41a221436c5e;2024-04-04 22:48:31.435052;Зыков Групп;333.67;online_services;Эльтон
8191404772074031;54e08a48-23f9-437e-8e22-60d758aa7943;2024-04-02 20:40:50.573035;ОАО «Кондратьева»;75.19;entertainment;Завьялиха
8191404772074031;a9b1ef45-81db-4e42-b4e3-0ccffce38b8a;2024-10-03 12:16:42.278462;ОАО «Федотова Комиссарова»;630.09;online_services;Печора
8191404772074031;4d39d14c-529d-46b0-855c-3d8c698ec8db;2024-01-02 13:23:01.610224;НПО «Соболева Куликов»;19.84;health;Мураши
8191404772074031;6ca64055-2be2-48cf-917c-77ce82b1219a;2024-02-21 03:05:55.976044;РАО «Туров, Воронцов и Бирюков»;658.17;health;Киренск
8191404772074031;8113dbf9-1c2c-4489-a77d-a85b73656d6b;2024-07-17 14:56:18.440347;НПО «Афанасьева»;724.61;entertainment;Невьянск
8191404772074031;18d4a29f-2ac9-4753-9fc1-1194b44e6f1a;2024-07-26 06:11:42.229412;Кузьмин и партнеры;879.13;entertainment;Ахтубинск
8191404772074031;b9036913-75c3-4552-ae39-4edad94cc2e0;2024-05-30 01:59:09.618150;ОАО «Веселов»;633.95;clothing;Тихорецк
8191404772074031;97f1a790-1c49-40f6-a221-601203281c4f;2024-10-13 11:43:34.619737;ОАО «Мухина, Ефимова и Федоров»;565.63;restaurants;Сунтар
8191404772074031;d9d737cf-47c8-4466-8e49-db89d7cfca8e;2024-09-18 06:13:33.002002;АО «Молчанов-Кондратьева»;550.82;entertainment;Калевала
8191404772074031;4ba5bba2-8248-4896-a894-b14fa168f969;2024-08-02 02:53:30.838841;ВО Машиноимпорт;881.39;fuel;Кирово-Чепецк
8191404772074031;4c8dab34-7624-4ea0-8380-b1eb928b04c7;2024-04-04 06:40:11.929767;НПО «Лукин, Давыдова и Потапова»;21600.38;fuel;Партизанск
8191404772074031;350a0069-2359-417e-a297-b2b1ddcb4e1d;2024-01-01 13:39:58.073511;ООО «Авдеева, Гришин и Савина»;159.24;health;Соликамск
8191404772074031;41fe5d5c-89ec-41c5-8780-c79da06b237a;2023-10-28 01:19:38.088264;Титан;623.55;clothing;Кашхатау
8191404772074031;cc2fa080-1bdb-4d5d-9bd3-1c3e8bbcbd66;2024-05-06 11:01:32.596065;Новиков Лтд;997.51;entertainment;Тикси
8191404772074031;c4ee6653-0064-4250-b010-a33af4502f3e;2024-03-26 17:47:10.156137;ОАО «Андреева-Вишняков»;544.96;health;Нефтеюганск
8191102771458920;7dfc3ff9-ab6a-42e1-9ca0-1562490c9506;2024-05-29 19:31:04.553353;АО «Шестакова-Шилов»;35.85;restaurants;Мончегорск
8191102771458920;342b09f8-66d8-4111-aa08-cfa4ed3c8210;2024-04-19 04:02:18.902891;РАО «Потапова, Лихачева и Лукина»;246.51;groceries;Верещагино (Перм.)
8191102771458920;86ed6305-2400-4c42-a54d-a7ae20404411;2024-01-23 16:50:23.540061;НПО «Устинова-Николаев»;137.25;electronics;Усть-Кут
8191102771458920;bb7e0f23-9eb8-47c4-8d7a-5339fb6053e1;2024-05-30 04:19:07.346041;ОАО «Кабанов»;55.88;health;Мураши
8191102771458920;833a3586-c77e-4bc9-b75c-7d33c305a01b;2024-09-03 00:23:19.814148;ИП «Гордеева, Тарасова и Фомин»;701.92;clothing;Пушкино (Моск.)
8191102771458920;f0fb797f-9bfa-4edd-93f6-53f47acde20d;2024-09-07 16:19:31.441583;ЗАО «Зайцева, Буров и Гуляев»;688.27;restaurants;Середниково
8191102771458920;31c660de-3697-4460-8281-af353e7ac117;2024-01-04 05:07:03.419018;РАО «Баранова-Герасимов»;144.08;health;Дагомыс
8191102771458920;170f974b-486e-441a-bb35-2a8b7f9687ba;2024-10-09 08:25:43.764476;НПО «Шарапов Молчанова»;729.01;fuel;Сорочинск
4881243720863804;edae8a1b-5f78-42f4-b584-27bd9eaf2f04;2024-02-02 02:26:51.367296;Щекиноазот;930.78;travel;Токсово
4881243720863804;c9f702ed-dff9-419f-8fcd-2ccb282995dd;2024-08-31 07:29:51.048405;Никитина Инк;257.37;health;Амурск
4881243720863804;5eb6861a-1ea4-4d2d-ad2e-cadec8fc5912;2024-05-22 13:15:55.826143;Юнипро (Uniper);66.51;clothing;Азов (Рост.)
4881243720863804;70ebf643-1409-423a-b6bc-b1508af67d01;2024-09-16 16:22:29.015243;ИП «Бирюков, Трофимов и Шестакова»;799.95;electronics;Кирово-Чепецк
4881243720863804;511ebfe9-629f-45d8-aef2-280682e682f6;2024-08-29 01:56:43.085347;РАО «Крюков-Щербакова»;630.15;electronics;Гремячинск (Бурят.)
4881243720863804;bce0ee90-4e4b-4aa8-b49e-9f08ca5c7fb7;2024-02-02 10:16:13.935093;Рыбаков Лимитед;933.3;travel;Волоколамск
4881243720863804;f6b1434f-2602-4b58-a551-2e6ccbdd739f;2023-10-26 08:23:47.810185;АФК Система;113.67;utilities;Тамбов
4881243720863804;7725b761-61af-4cd4-8645-01d5863cc612;2024-09-30 21:20:52.121939;Дж.Т.И. Россия (JTI);742.0;utilities;Урус-Мартан
