695700320093777245503;f1afbd62-403b-4f14-a522-63e12224a780;18990203787;2024-04-20 00:47:03.776263;37648.12
695700320093777245503;d18d66d1-15e7-4974-af5e-da6d88909065;38681287246;2024-06-01 12:12:03.611161;42019.62
695700320093777245503;e2372253-802b-453a-8f43-656488630811;83623890735;2023-12-17 13:24:17.963333;40060.82
695700320093777245503;c363a53c-ed84-4136-b1b4-f1d0dfffab39;49399781548;2024-06-08 01:09:32.723479;15712.07
695700320093777245503;7ecb82d6-8f93-40b4-b389-41778867e845;14334516469;2024-02-12 16:10:12.285579;5851.32
695700320093777245503;5931cdd2-b805-4223-b416-cac383715409;25474999252;2024-03-03 17:31:54.468726;22430.9
695700320093777245503;ebce749b-def8-474d-be22-a842ca2ba11b;79060826464;2024-05-31 13:07:46.798941;32660.51
695700320093777245503;8dc1ea10-3515-42c1-83e7-9d0a9b976920;15650444108;2023-12-27 20:02:03.954572;34272.82
695700320093777245503;d82ae5e9-f2fd-4d80-99f8-801f0dcbb92a;15528032161;2023-12-09 07:19:51.463528;30377.62
695700320093777245503;6efdc2f9-365e-4385-aba1-91a3143390f7;16594584056;2024-10-06 10:09:10.819878;35144.96
695700320058027411410;189e26f1-8c8f-43bf-a92b-990d30b5b6e6;25040825563;2024-02-01 21:27:26.680833;29262.3
695700320058027411410;2aab4348-117d-43f2-880c-a84edaf25651;98404735983;2024-03-22 21:16:58.336478;11916.13
695700320058027411410;2c051bd8-3e6f-4c09-954d-1826ea5c740c;87850102217;2024-03-28 22:18:48.622578;30156.29
695700320061086061331;32d2c713-f759-495e-8457-8246e68673da;79534978405;2023-11-23 00:57:23.874752;34316.34
695700320061086061331;92b02b40-3de4-4d96-ab5e-8e3e65359c45;79015877478;2023-12-27 10:04:20.445936;7413.9
695700320061086061331;4794bdc6-4e0e-477b-a872-c11420359b7d;89625863925;2023-11-04 23:50:00.898875;25144.29
695700320061086061331;ed3b63b1-3f89-47b7-94b7-9648445675db;45434863412;2024-01-19 11:18:16.516791;44302.44
695700320061086061331;1908669a-c113-4a7d-87ce-b4324458fa1e;96033461812;2023-11-19 23:41:34.260316;43952.22
695700320061086061331;30d3ed64-52f0-4a5f-8378-057d4f166f68;86120057399;2024-05-19 07:35:59.418709;43314.81
